"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","308","Cenario 04: Deve falhar ao realizar edição com campos nulos","","Mon Dec 16 20:11:37 GMT 2024","passed","Mon Dec 16 20:11:38 GMT 2024","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","editUserWithNullFields"
"","285","Cenario 03: Não deve realizar login com email vazio","","Mon Dec 16 20:11:31 GMT 2024","passed","Mon Dec 16 20:11:32 GMT 2024","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithEmptyEmail"
"","396","Cenario 01: Deve realizar cadastro com sucesso","","Mon Dec 16 20:11:35 GMT 2024","passed","Mon Dec 16 20:11:35 GMT 2024","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","registrationSuccessful"
"","296","Cenario 07: Não deve realizar login com email e senha com espaços em branco","","Mon Dec 16 20:11:33 GMT 2024","passed","Mon Dec 16 20:11:33 GMT 2024","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithSpacesInCredentials"
"","297","Cenario 05: Não deve realizar login com senha vazia","","Mon Dec 16 20:11:32 GMT 2024","passed","Mon Dec 16 20:11:32 GMT 2024","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithEmptyPassword"
"","3738","Cenario 01: Deve realizar login com sucesso","","Mon Dec 16 20:11:27 GMT 2024","passed","Mon Dec 16 20:11:31 GMT 2024","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginSuccessful"
"","271","Cenario 05: Deve falhar ao realizar cadastro com senha em branco","","Mon Dec 16 20:11:36 GMT 2024","passed","Mon Dec 16 20:11:36 GMT 2024","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","registrationWithEmptyPassword"
"","286","Cenario 08: Não deve realizar login com email nulo","","Mon Dec 16 20:11:33 GMT 2024","passed","Mon Dec 16 20:11:33 GMT 2024","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithNullEmail"
"","272","Cenario 09: Não deve realizar login com senha nula","","Mon Dec 16 20:11:33 GMT 2024","passed","Mon Dec 16 20:11:33 GMT 2024","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithNullPassword"
"","322","Cenario 06: Não deve realizar login com email e senha vazios","","Mon Dec 16 20:11:32 GMT 2024","passed","Mon Dec 16 20:11:33 GMT 2024","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithEmptyCredentials"
